sample,fastq_1,fastq_2
SRR17084768,/scicomp/groups/OID/NCEZID/DHQP/CEMB/MiSeqAnalysisFiles/external/2021GO-0183/FASTQs/2021GO-0183_R1_001.fastq.gz,/scicomp/groups/OID/NCEZID/DHQP/CEMB/MiSeqAnalysisFiles/external/2021GO-0183/FASTQs/2021GO-0183_R2_001.fastq.gz
